frame1,frame2,image_diff,gt_diff,,,,,,
00054830.png,00054831.png,1.57540607452393,2.29543781280518,,,,,,
00054831.png,00054832.png,1.59979259967804,2.2041323184967,,,,,,
00054832.png,00054833.png,1.77287995815277,2.18454718589783,,,,,,
00054833.png,00054834.png,1.58161461353302,2.63652157783508,,,,,,
00054834.png,00054835.png,1.59806513786316,3.13788342475891,,,,,,
00054835.png,00054836.png,1.66865408420563,2.8376100063324,,,,,,
00054836.png,00054837.png,1.608029961586,2.67021226882935,,,,,,
00054837.png,00054838.png,1.59167194366455,2.59564995765686,,,,,,
00054838.png,00054839.png,1.597940325737,2.10899782180786,,,,,,
00054839.png,00054840.png,1.58994746208191,2.14907884597778,,,,,,
00054840.png,00054841.png,1.67168545722961,2.11181139945984,,,,,,
00054841.png,00054842.png,1.58015429973602,2.83246183395386,,,,,,
00054842.png,00054843.png,1.59160733222961,2.50189518928528,,,,,,
00054843.png,00054844.png,1.5994530916214,2.15654850006104,,,,,,
00054844.png,00054845.png,1.66826820373535,2.69934749603272,,,,,,
00054845.png,00054846.png,1.62063753604889,2.23899602890015,,,,,,
00054846.png,00054847.png,1.57416903972626,1.95755016803741,,,,,,
00054847.png,00054848.png,1.57607638835907,1.92943286895752,,,,,,
00054848.png,00054849.png,1.58792102336884,2.48244500160217,,,,,,
00054849.png,00054850.png,1.63182961940765,2.65626645088196,,,,,,
00054850.png,00054851.png,1.58720481395721,2.42753911018372,,,,,,
00054851.png,00054852.png,1.65686249732971,3.19715046882629,,,,,,
00054852.png,00054853.png,1.56757664680481,3.1682620048523,,,,,,
00054853.png,00054854.png,1.56281054019928,3.79769492149353,,,,,,
00054854.png,00054855.png,1.66266393661499,3.98335456848145,,,,,,
00054855.png,00054856.png,1.57302033901215,2.5944242477417,,,,,,
00054856.png,00054857.png,1.5744377374649,3.65825176239014,,,,,,
00054857.png,00054858.png,1.68549621105194,3.77767419815063,,,,,,
00054858.png,00054859.png,1.58794701099396,3.20556998252869,,,,,,
00054859.png,00054860.png,1.59609186649323,2.72678089141846,,,,,,
00054860.png,00054861.png,1.59118151664734,2.35072374343872,,,,,,
00054861.png,00054862.png,1.60558927059174,2.26846265792847,,,,,,
00054862.png,00054863.png,1.71557819843292,2.75788974761963,,,,,,
00054863.png,00054864.png,1.59073877334595,2.84937882423401,,,,,,
00054864.png,00054865.png,1.58787953853607,3.42306613922119,,,,,,
00054865.png,00054866.png,1.60032892227173,1.88144814968109,,,,,,
00054866.png,00054867.png,1.62899696826935,2.49915838241577,,,,,,
00054867.png,00054868.png,1.59721791744232,2.27727293968201,,,,,,
00054868.png,00054869.png,1.59694063663483,2.82573628425598,,,,,,
00054869.png,00054870.png,1.58870029449463,2.33752131462097,,,,,,
00054870.png,00054871.png,1.70073688030243,3.43557906150818,,,,,,
00054871.png,00054872.png,1.59278070926666,3.61731100082397,,,,,,
00054872.png,00054873.png,1.71254289150238,3.64620232582092,,,,,,
00054873.png,00054874.png,1.61917674541473,3.58605313301086,,,,,,
00054874.png,00054875.png,1.64266729354858,2.55336999893188,,,,,,
00054875.png,00054876.png,1.61195647716522,2.54800820350647,,,,,,
00054876.png,00054877.png,1.62757086753845,2.7230429649353,,,,,,
00054877.png,00054878.png,1.62835168838501,2.24715995788574,,,,,,
00054878.png,00054879.png,1.76132905483246,2.1066575050354,,,,,,
00054879.png,00054880.png,1.6239458322525,2.24548363685608,,,,,,
00054880.png,00054881.png,1.62429738044739,2.04306411743164,,,,,,
00054881.png,00054882.png,1.62712097167969,2.05553579330444,,,,,,
00054882.png,00054883.png,1.7879239320755,2.40074276924133,,,,,,
00054883.png,00054884.png,1.69083285331726,2.10571956634522,,,,,,
00054884.png,00054885.png,1.80026423931122,3.396240234375,,,,,,
00054885.png,00054886.png,1.7095148563385,3.31051445007324,,,,,,
00054886.png,00054887.png,1.65086126327515,3.00520777702332,,,,,,
00054887.png,00054888.png,1.64508628845215,2.78556990623474,,,,,,
00054888.png,00054889.png,1.65230131149292,2.84437942504883,,,,,,
00054889.png,00054890.png,1.80492961406708,3.92687106132507,,,,,,
00054890.png,00054891.png,1.66633057594299,2.61457371711731,,,,,,
00054891.png,00054892.png,1.70555174350739,3.28857445716858,,,,,,
00054892.png,00054893.png,1.68628418445587,3.03617763519287,,,,,,
00054893.png,00054894.png,1.93998599052429,2.39603781700134,,,,,,
00054894.png,00054895.png,1.69807434082031,2.47003865242004,,,,,,
00054895.png,00054896.png,1.68916523456573,2.94436287879944,,,,,,
00054896.png,00054897.png,1.69471836090088,2.60915994644165,,,,,,
00054897.png,00054898.png,1.69140481948853,2.41156482696533,,,,,,
00054898.png,00054899.png,1.71294271945953,2.78744316101074,,,,,,
00054899.png,00054900.png,1.6965479850769,2.85400223731995,,,,,,
00054900.png,00054901.png,2.12229609489441,3.1997332572937,,,,,,
00054901.png,00054902.png,1.71852958202362,2.95976662635803,,,,,,
00054902.png,00054903.png,1.71201241016388,2.84381175041199,,,,,,
00054903.png,00054904.png,1.70175921916962,2.29595923423767,,,,,,
00054904.png,00054905.png,1.7011284828186,2.38365983963013,,,,,,
00054905.png,00054906.png,1.89940822124481,2.2072057723999,,,,,,
00054906.png,00054907.png,1.70862460136414,2.08651185035706,,,,,,
00054907.png,00054908.png,1.70847654342651,1.83328175544739,,,,,,
00054908.png,00054909.png,1.89866077899933,2.59591770172119,,,,,,
00054909.png,00054910.png,1.72179210186005,2.40935039520264,,,,,,
00054910.png,00054911.png,1.73517596721649,2.31423616409302,,,,,,
00054911.png,00054912.png,1.72648394107819,2.25405526161194,,,,,,
00054912.png,00054913.png,1.95568335056305,2.3391695022583,,,,,,
00054913.png,00054914.png,1.75206351280212,2.70465755462647,,,,,,
00054914.png,00054915.png,1.76012349128723,2.3968997001648,,,,,,
00054915.png,00054916.png,1.7608106136322,2.52488851547241,,,,,,
00054916.png,00054917.png,1.77267789840698,2.17055892944336,,,,,,
00054917.png,00054918.png,1.77986109256744,2.50444483757019,,,,,,
00054918.png,00054919.png,1.77713346481323,2.83373737335205,,,,,,
00054919.png,00054920.png,2.06175065040588,3.13536500930786,,,,,,
00054920.png,00054921.png,1.7985692024231,2.7097110748291,,,,,,
00054921.png,00054922.png,1.79884505271912,2.98765420913696,,,,,,
00054922.png,00054923.png,2.08754634857178,2.50448346138001,,,,,,
00054923.png,00054924.png,1.79851174354553,2.86627793312073,,,,,,
00054924.png,00054925.png,1.8066623210907,2.98459887504578,,,,,,
00054925.png,00054926.png,1.78997397422791,2.22283554077148,,,,,,
00054926.png,00054927.png,1.86522233486176,2.76282405853272,,,,,,
00054927.png,00054928.png,2.02827882766724,2.63453888893127,,,,,,
00054928.png,00054929.png,1.78696858882904,2.2574417591095,,,,,,
00054929.png,00054930.png,1.79266440868378,2.28182721138001,,,,,,
00054930.png,00054931.png,1.78147959709167,2.17863082885742,,,,,,
00054931.png,00054932.png,1.7777339220047,2.44588732719421,,,,,,
00054932.png,00054933.png,2.4006245136261,3.16975879669189,,,,,,
00054933.png,00054934.png,1.78853249549866,2.67861938476563,,,,,,
00054934.png,00054935.png,1.79009449481964,2.94985675811768,,,,,,
00054935.png,00054936.png,1.77902626991272,2.26597547531128,,,,,,
00054936.png,00054937.png,1.7641613483429,2.10317087173462,,,,,,
00054937.png,00054938.png,1.77156054973602,3.39200091362,,,,,,
00054938.png,00054939.png,1.83753180503845,3.34197926521301,,,,,,
00054939.png,00054940.png,2.20588302612305,2.83153057098389,,,,,,
00054940.png,00054941.png,1.86333382129669,2.60212588310242,,,,,,
00054941.png,00054942.png,1.80256032943726,3.80594229698181,,,,,,
00054942.png,00054943.png,1.7818431854248,3.67087721824646,,,,,,
00054943.png,00054944.png,2.00683355331421,3.34607791900635,,,,,,
00054944.png,00054945.png,1.7896431684494,2.70996618270874,,,,,,
00054945.png,00054946.png,1.84389615058899,2.75788927078247,,,,,,
00054946.png,00054947.png,1.87333917617798,1.92805993556976,,,,,,
00054947.png,00054948.png,1.81269288063049,3.03478193283081,,,,,,
00054948.png,00054949.png,2.03961229324341,3.34694600105286,,,,,,
00054949.png,00054950.png,1.77479362487793,3.01501297950745,,,,,,
00054950.png,00054951.png,1.76404893398285,4.94029092788696,,,,,,
00054951.png,00054952.png,1.76068139076233,5.09718799591064,,,,,,
00054952.png,00054953.png,1.74869453907013,3.38647818565369,,,,,,
00054953.png,00054954.png,1.94679594039917,3.45299959182739,,,,,,
00054954.png,00054955.png,1.74566888809204,3.70080876350403,,,,,,
00054955.png,00054956.png,1.75860333442688,3.09802603721619,,,,,,
00054956.png,00054957.png,1.76739096641541,2.98817753791809,,,,,,
00054957.png,00054958.png,2.16168117523193,3.58413338661194,,,,,,
00054958.png,00054959.png,2.11646556854248,2.66842103004456,,,,,,
00054959.png,00054960.png,1.7946161031723,2.70865392684937,,,,,,
00054960.png,00054961.png,1.78966867923737,2.5817723274231,,,,,,
00054961.png,00054962.png,2.06771850585938,2.29739189147949,,,,,,
00054962.png,00054963.png,1.83082711696625,2.06594181060791,,,,,,
00054963.png,00054964.png,1.83888065814972,2.41635465621948,,,,,,
00054964.png,00054965.png,1.85295331478119,2.43035531044006,,,,,,
00054965.png,00054966.png,1.86946952342987,2.4579484462738,,,,,,
00054966.png,00054967.png,1.88186144828796,2.11561155319214,,,,,,
00054967.png,00054968.png,2.21781349182129,2.64699697494507,,,,,,
00054968.png,00054969.png,1.93029952049255,2.78801107406616,,,,,,
00054969.png,00054970.png,1.96125340461731,3.60470628738403,,,,,,
00054970.png,00054971.png,1.98976850509644,3.9309139251709,,,,,,
00054971.png,00054972.png,2.47424721717834,3.53683590888977,,,,,,
00054972.png,00054973.png,2.05438852310181,3.73851609230042,,,,,,
00054973.png,00054974.png,2.05908799171448,3.27546977996826,,,,,,
00054974.png,00054975.png,2.09895777702332,2.87470388412476,,,,,,
00054975.png,00054976.png,2.11598610877991,3.38141393661499,,,,,,
00054976.png,00054977.png,2.15677523612976,3.00963592529297,,,,,,
00054977.png,00054978.png,2.23014616966248,2.97452306747437,,,,,,
00054978.png,00054979.png,2.83283567428589,3.59054303169251,,,,,,
00054979.png,00054980.png,2.26514458656311,3.45397996902466,,,,,,
00054980.png,00054981.png,2.30288243293762,3.35533714294434,,,,,,
00054981.png,00054982.png,2.35672068595886,4.22079610824585,,,,,,
00054982.png,00054983.png,3.20090317726135,4.89986658096314,,,,,,
00054983.png,00054984.png,2.53806662559509,5.19397211074829,,,,,,
00054984.png,00054985.png,2.80064582824707,3.53655767440796,,,,,,
00054985.png,00054986.png,2.6077778339386,3.82347464561462,,,,,,
00054986.png,00054987.png,3.27890682220459,3.59337186813355,,,,,,
00054987.png,00054988.png,3.94624423980713,3.6495361328125,,,,,,
00054988.png,00054989.png,2.91604208946228,3.70013928413391,,,,,,
00054989.png,00054990.png,3.00170612335205,3.65026473999023,,,,,,
00054990.png,00054991.png,4.21845722198486,5.35424757003784,,,,,,
00054991.png,00054992.png,3.09375429153442,4.2775731086731,,,,,,
00054992.png,00054993.png,3.18120455741882,3.69605088233948,,,,,,
00054993.png,00054994.png,3.14412760734558,3.42669987678528,,,,,,
00054994.png,00054995.png,3.12518715858459,4.05316305160523,,,,,,
00054995.png,00054996.png,3.04890727996826,3.40784811973572,,,,,,
00054996.png,00054997.png,3.91663384437561,3.59384655952454,,,,,,
00054997.png,00054998.png,3.10688710212708,2.83079671859741,,,,,,
00054998.png,00054999.png,3.07842254638672,3.57687544822693,,,,,,
00054999.png,00055000.png,2.99425578117371,3.31644678115845,,,,,,
00055000.png,00055001.png,2.96151947975159,4.02288961410523,,,,,,
00055001.png,00055002.png,3.46082425117493,3.4073543548584,,,,,,
00055002.png,00055003.png,2.57882809638977,3.82380104064941,,,,,,
00055003.png,00055004.png,2.57575798034668,3.66432285308838,,,,,,
00055004.png,00055005.png,2.52490305900574,3.42702841758728,,,,,,
00055005.png,00055006.png,2.5404417514801,3.81893229484558,,,,,,
00055006.png,00055007.png,5.0746054649353,5.54961824417114,,,,,,
00055007.png,00055008.png,4.55291223526001,3.72613286972046,,,,,,
00055008.png,00055009.png,2.9976658821106,2.50036549568176,,,,,,
00055009.png,00055010.png,2.81433153152466,2.35696029663086,,,,,,
00055010.png,00055011.png,2.50517463684082,2.30643367767334,,,,,,
00055011.png,00055012.png,1.97682726383209,1.94246482849121,,,,,,
00055012.png,00055013.png,1.97605752944946,2.22232103347778,,,,,,
00055013.png,00055014.png,2.18554449081421,2.2075207233429,,,,,,
00055014.png,00055015.png,2.21696662902832,2.64932346343994,,,,,,
00055015.png,00055016.png,2.01853156089783,2.56267023086548,,,,,,
00055016.png,00055017.png,2.00708866119385,1.80483460426331,,,,,,
00055017.png,00055018.png,2.03435564041138,1.77046823501587,,,,,,
00055018.png,00055019.png,2.29422163963318,2.59162616729736,,,,,,
00055019.png,00055020.png,2.05974626541138,2.01502180099487,,,,,,
00055020.png,00055021.png,2.10919404029846,1.77301692962646,,,,,,
00055021.png,00055022.png,2.34568762779236,2.18856334686279,,,,,,
00055022.png,00055023.png,2.11781644821167,2.09513735771179,,,,,,
00055023.png,00055024.png,2.13392162322998,2.23615074157715,,,,,,
00055024.png,00055025.png,2.12391543388367,2.300936460495,,,,,,
00055025.png,00055026.png,2.17121863365173,2.26505732536316,,,,,,
00055026.png,00055027.png,2.44075036048889,1.89028263092041,,,,,,
00055027.png,00055028.png,2.20778608322144,2.18732881546021,,,,,,
00055028.png,00055029.png,2.26902103424072,2.52385020256043,,,,,,
00055029.png,00055030.png,2.23565912246704,2.40644669532776,,,,,,
00055030.png,00055031.png,2.2816526889801,2.60815501213074,,,,,,
00055031.png,00055032.png,2.36620140075684,2.16804790496826,,,,,,
00055032.png,00055033.png,2.63414645195007,2.71297454833984,,,,,,
00055033.png,00055034.png,2.3565731048584,2.54040169715881,,,,,,
00055034.png,00055035.png,2.3636782169342,2.73085975646973,,,,,,
00055035.png,00055036.png,2.69290947914124,2.19243097305298,,,,,,
00055036.png,00055037.png,2.36337041854858,2.11905717849731,,,,,,
00055037.png,00055038.png,2.43348574638367,2.46047258377075,,,,,,
00055038.png,00055039.png,2.40566444396973,2.08778786659241,,,,,,
00055039.png,00055040.png,2.81877994537354,2.75758528709412,,,,,,
00055040.png,00055041.png,2.56598091125488,2.52294087409973,,,,,,
00055041.png,00055042.png,2.43174386024475,1.86438846588135,,,,,,
00055042.png,00055043.png,2.42199325561523,2.01684069633484,,,,,,
00055043.png,00055044.png,2.39880633354187,1.93686771392822,,,,,,
00055044.png,00055045.png,2.8154296875,2.65259838104248,,,,,,
00055045.png,00055046.png,2.43981575965881,2.02184891700745,,,,,,
00055046.png,00055047.png,2.43568229675293,1.36439669132233,,,,,,
00055047.png,00055048.png,2.45552563667297,1.50988042354584,,,,,,
00055048.png,00055049.png,2.45074605941772,1.73711323738098,,,,,,
00055049.png,00055050.png,2.83446860313416,1.73393368721008,,,,,,
00055050.png,00055051.png,2.45219707489014,1.94831645488739,,,,,,
00055051.png,00055052.png,2.47612905502319,1.84527003765106,,,,,,
00055052.png,00055053.png,2.48740005493164,1.82457804679871,,,,,,
00055053.png,00055054.png,2.49222993850708,1.85142648220062,,,,,,
00055054.png,00055055.png,2.97757196426392,1.91718363761902,,,,,,
00055055.png,00055056.png,2.55316066741943,1.65913486480713,,,,,,
00055056.png,00055057.png,2.57916903495789,1.39460933208466,,,,,,
00055057.png,00055058.png,2.60391402244568,1.7187567949295,,,,,,
00055058.png,00055059.png,3.23557829856873,1.48926115036011,,,,,,
00055059.png,00055060.png,2.67491793632507,1.33923661708832,,,,,,
00055060.png,00055061.png,2.73420906066895,1.20154416561127,,,,,,
00055061.png,00055062.png,2.72759890556335,1.23012924194336,,,,,,
00055062.png,00055063.png,2.78119945526123,1.11023676395416,,,,,,
00055063.png,00055064.png,4.1492714881897,1.16797697544098,,,,,,
00055064.png,00055065.png,3.1782648563385,1.3712557554245,,,,,,
00055065.png,00055066.png,3.12915754318237,1.691774725914,,,,,,
00055066.png,00055067.png,3.0382513999939,1.48683452606201,,,,,,
00055067.png,00055068.png,3.00140142440796,1.41393280029297,,,,,,
00055068.png,00055069.png,2.98802042007446,1.35642123222351,,,,,,
00055069.png,00055070.png,2.98822474479675,1.57190442085266,,,,,,
00055070.png,00055071.png,4.02777910232544,1.59717404842377,,,,,,
00055071.png,00055072.png,3.05472469329834,1.40744113922119,,,,,,
00055072.png,00055073.png,3.13823103904724,1.3849436044693,,,,,,
00055073.png,00055074.png,3.19679927825928,1.27894532680511,,,,,,
00055074.png,00055075.png,3.22377896308899,1.39453947544098,,,,,,
00055075.png,00055076.png,4.41693639755249,1.50954520702362,,,,,,
00055076.png,00055077.png,3.25217533111572,1.17149114608765,,,,,,
00055077.png,00055078.png,3.23137545585632,1.30784726142883,,,,,,
00055078.png,00055079.png,4.53376388549805,1.38203799724579,,,,,,
00055079.png,00055080.png,3.34388494491577,1.27334833145142,,,,,,
00055080.png,00055081.png,3.37549471855164,1.32629334926605,,,,,,
00055081.png,00055082.png,3.38805937767029,1.45560908317566,,,,,,
00055082.png,00055083.png,3.43224287033081,1.67566502094269,,,,,,
00055083.png,00055084.png,5.17510986328125,1.79955291748047,,,,,,
00055084.png,00055085.png,3.55218505859375,1.25069439411163,,,,,,
00055085.png,00055086.png,3.56183648109436,1.22079384326935,,,,,,
00055086.png,00055087.png,5.15953207015991,1.30837774276733,,,,,,
00055087.png,00055088.png,3.57973766326904,1.23152637481689,,,,,,
00055088.png,00055089.png,3.59969663619995,1.02764177322388,,,,,,
00055089.png,00055090.png,3.66846632957459,1.19036841392517,,,,,,
00055090.png,00055091.png,3.71409678459168,1.79754340648651,,,,,,
00055091.png,00055092.png,5.51660442352295,1.58496522903442,,,,,,
00055092.png,00055093.png,3.72377276420593,1.46759021282196,,,,,,
00055093.png,00055094.png,3.71248936653137,1.57272708415985,,,,,,
00055094.png,00055095.png,3.70290374755859,1.53415513038635,,,,,,
00055095.png,00055096.png,3.7345871925354,1.24778687953949,,,,,,
00055096.png,00055097.png,3.77799820899963,1.17130839824677,,,,,,
00055097.png,00055098.png,5.484299659729,1.53935039043427,,,,,,
00055098.png,00055099.png,3.76466584205627,1.45609378814697,,,,,,
00055099.png,00055100.png,3.87262105941772,1.3395037651062,,,,,,
00055100.png,00055101.png,6.57803249359131,1.7922328710556,,,,,,
00055101.png,00055102.png,4.84019279479981,1.23938179016113,,,,,,
00055102.png,00055103.png,5.0968189239502,1.68283081054688,,,,,,
00055103.png,00055104.png,5.23530340194702,1.77639997005463,,,,,,
00055104.png,00055105.png,5.27561950683594,2.01070547103882,,,,,,
00055105.png,00055106.png,5.09321355819702,1.73913288116455,,,,,,
00055106.png,00055107.png,7.34944820404053,1.93125629425049,,,,,,
00055107.png,00055108.png,6.55744028091431,1.91214454174042,,,,,,
00055108.png,00055109.png,4.66339921951294,1.36354172229767,,,,,,
00055109.png,00055110.png,5.04117918014526,1.59707272052765,,,,,,
00055110.png,00055111.png,5.33290672302246,1.84886288642883,,,,,,
00055111.png,00055112.png,5.46780967712402,1.65906774997711,,,,,,
00055112.png,00055113.png,8.59224510192871,1.87654852867126,,,,,,
00055113.png,00055114.png,5.41412305831909,1.43539690971375,,,,,,
00055114.png,00055115.png,5.33298349380493,2.00000953674316,,,,,,
00055115.png,00055116.png,5.37223243713379,2.07662963867188,,,,,,
00055116.png,00055117.png,5.43669319152832,2.17744159698486,,,,,,
00055117.png,00055118.png,8.36487865447998,2.02116847038269,,,,,,
00055118.png,00055119.png,5.38200998306274,1.95297062397003,,,,,,
00055119.png,00055120.png,5.45508432388306,1.79927134513855,,,,,,
00055120.png,00055121.png,5.46168088912964,1.85550343990326,,,,,,
00055121.png,00055122.png,5.50947332382202,2.44374513626099,,,,,,
00055122.png,00055123.png,5.61262989044189,1.81857109069824,,,,,,
00055123.png,00055124.png,8.78425216674805,2.1762547492981,,,,,,
00055124.png,00055125.png,5.80122852325439,2.17739391326904,,,,,,
00055125.png,00055126.png,5.9831805229187,1.67261576652527,,,,,,
00055126.png,00055127.png,6.14511966705322,1.64046156406403,,,,,,
00055127.png,00055128.png,9.47876930236816,2.15838837623596,,,,,,
00055128.png,00055129.png,6.33393812179565,2.2204852104187,,,,,,
00055129.png,00055130.png,6.33771896362305,1.8900134563446,,,,,,
00055130.png,00055131.png,6.44550609588623,1.73826730251312,,,,,,
00055131.png,00055132.png,6.51177310943604,1.69950568675995,,,,,,
00055132.png,00055133.png,10.1602535247803,3.03955149650574,,,,,,
00055133.png,00055134.png,6.81000661849976,1.58079719543457,,,,,,
00055134.png,00055135.png,10.4454650878906,2.6050980091095,,,,,,
00055135.png,00055136.png,6.87674283981323,1.99662661552429,,,,,,
00055136.png,00055137.png,7.06006956100464,2.17865252494812,,,,,,
00055137.png,00055138.png,6.94409990310669,1.83738815784454,,,,,,
00055138.png,00055139.png,6.93084192276001,2.04275941848755,,,,,,
00055139.png,00055140.png,9.86345481872559,2.95876550674438,,,,,,
00055140.png,00055141.png,6.53964233398438,1.96060812473297,,,,,,
00055141.png,00055142.png,6.59148931503296,1.99450469017029,,,,,,
00055142.png,00055143.png,6.6848783493042,2.43293356895447,,,,,,
00055143.png,00055144.png,6.9227032661438,3.02352714538574,,,,,,
00055144.png,00055145.png,10.9085359573364,3.64250731468201,,,,,,
00055145.png,00055146.png,7.15537834167481,2.94955253601074,,,,,,
00055146.png,00055147.png,6.90384864807129,2.58619260787964,,,,,,
00055147.png,00055148.png,10.1734952926636,3.06770873069763,,,,,,
00055148.png,00055149.png,6.63876390457153,2.54079580307007,,,,,,
00055149.png,00055150.png,6.67965173721314,2.71940112113953,,,,,,
00055150.png,00055151.png,6.83352708816528,2.85421299934387,,,,,,
00055151.png,00055152.png,6.90498638153076,2.4239342212677,,,,,,
00055152.png,00055153.png,6.85179615020752,3.10880494117737,,,,,,
00055153.png,00055154.png,6.90079784393311,2.72645354270935,,,,,,
00055154.png,00055155.png,10.8786573410034,5.43867158889771,,,,,,
00055155.png,00055156.png,7.53402090072632,2.96541285514832,,,,,,
00055156.png,00055157.png,7.8963508605957,3.34750866889954,,,,,,
00055157.png,00055158.png,12.3352832794189,5.68717765808106,,,,,,
00055158.png,00055159.png,8.72360706329346,3.69353103637695,,,,,,
00055159.png,00055160.png,8.441819190979,3.98679208755493,,,,,,
00055160.png,00055161.png,8.51662254333496,2.28176403045654,,,,,,
00055161.png,00055162.png,8.28675079345703,2.16007661819458,,,,,,
00055162.png,00055163.png,8.16141891479492,2.141841173172,,,,,,
00055163.png,00055164.png,11.823468208313,3.27101469039917,,,,,,
00055164.png,00055165.png,7.77417087554932,2.24406790733337,,,,,,
00055165.png,00055166.png,7.88502645492554,2.17992043495178,,,,,,
00055166.png,00055167.png,8.02937602996826,1.82999753952026,,,,,,
00055167.png,00055168.png,12.0998973846436,2.98034620285034,,,,,,
00055168.png,00055169.png,8.16152000427246,2.33833813667297,,,,,,
00055169.png,00055170.png,8.38842010498047,2.27050876617432,,,,,,
00055170.png,00055171.png,7.84484338760376,2.30697631835938,,,,,,
00055171.png,00055172.png,7.77080297470093,1.66492760181427,,,,,,
00055172.png,00055173.png,7.58874368667603,1.67706882953644,,,,,,
00055173.png,00055174.png,7.40032911300659,1.64373743534088,,,,,,
00055174.png,00055175.png,11.1269454956055,2.64748406410217,,,,,,
00055175.png,00055176.png,7.72943115234375,2.46495795249939,,,,,,
00055176.png,00055177.png,7.74639320373535,2.14494943618774,,,,,,
00055177.png,00055178.png,7.49731969833374,2.0234866142273,,,,,,
00055178.png,00055179.png,11.0885257720947,2.90979886054993,,,,,,
00055179.png,00055180.png,7.52366447448731,2.76639556884766,,,,,,
00055180.png,00055181.png,7.60006618499756,2.17931032180786,,,,,,
00055181.png,00055182.png,7.51630735397339,1.79165410995483,,,,,,
00055182.png,00055183.png,11.6188926696777,2.85761332511902,,,,,,
00055183.png,00055184.png,7.58776092529297,1.94569396972656,,,,,,
00055184.png,00055185.png,7.81542873382568,1.97265481948853,,,,,,
00055185.png,00055186.png,12.7934398651123,3.27909636497498,,,,,,
00055186.png,00055187.png,8.18518924713135,2.41921544075012,,,,,,
00055187.png,00055188.png,12.6878833770752,3.55125856399536,,,,,,
00055188.png,00055189.png,8.49434947967529,3.1762056350708,,,,,,
00055189.png,00055190.png,8.57659339904785,2.73283267021179,,,,,,
00055190.png,00055191.png,8.85187721252441,2.7649974822998,,,,,,
00055191.png,00055192.png,9.04868125915527,2.78769040107727,,,,,,
00055192.png,00055193.png,9.31539344787598,4.0254111289978,,,,,,
00055193.png,00055194.png,9.63494396209717,4.17712783813477,,,,,,
00055194.png,00055195.png,14.3994522094727,3.746826171875,,,,,,
00055195.png,00055196.png,9.52676486968994,2.86160254478455,,,,,,
00055196.png,00055197.png,9.34867572784424,2.53117418289185,,,,,,
00055197.png,00055198.png,14.1010465621948,7.81254196166992,,,,,,
00055198.png,00055199.png,8.33423805236816,5.63798522949219,,,,,,
00055199.png,00055200.png,8.33519840240479,3.77219033241272,,,,,,
00055200.png,00055201.png,8.42902660369873,4.02578496932983,,,,,,
00055201.png,00055202.png,8.72057342529297,3.90445590019226,,,,,,
00055202.png,00055203.png,8.66883087158203,2.36583662033081,,,,,,
00055203.png,00055204.png,8.11829853057861,2.31532216072083,,,,,,
00055204.png,00055205.png,12.574954032898,2.61381125450134,,,,,,
00055205.png,00055206.png,8.32494831085205,2.13985347747803,,,,,,
00055206.png,00055207.png,8.7485818862915,2.02905917167664,,,,,,
00055207.png,00055208.png,13.6802005767822,3.55906343460083,,,,,,
00055208.png,00055209.png,8.70855522155762,2.14663195610046,,,,,,
00055209.png,00055210.png,13.167652130127,2.76457023620605,,,,,,
00055210.png,00055211.png,8.11342811584473,1.63002121448517,,,,,,
00055211.png,00055212.png,8.10975742340088,1.89681613445282,,,,,,
00055212.png,00055213.png,7.82086801528931,1.84901857376099,,,,,,
00055213.png,00055214.png,7.69345235824585,1.85015046596527,,,,,,
00055214.png,00055215.png,11.9672603607178,2.39078903198242,,,,,,
00055215.png,00055216.png,7.91795301437378,2.28555846214294,,,,,,
00055216.png,00055217.png,7.98975419998169,2.14316892623901,,,,,,
00055217.png,00055218.png,7.96406841278076,1.81855368614197,,,,,,
00055218.png,00055219.png,12.0300092697144,2.88633394241333,,,,,,
00055219.png,00055220.png,7.73486518859863,2.23673224449158,,,,,,
00055220.png,00055221.png,7.78166198730469,1.91173124313355,,,,,,
00055221.png,00055222.png,7.8615198135376,1.59774744510651,,,,,,
00055222.png,00055223.png,7.99856233596802,1.75640523433685,,,,,,
00055223.png,00055224.png,8.02495384216309,1.82531106472015,,,,,,
00055224.png,00055225.png,12.4877624511719,3.24646759033203,,,,,,
00055225.png,00055226.png,8.25005054473877,2.4833927154541,,,,,,
00055226.png,00055227.png,8.34839153289795,1.99994266033173,,,,,,
00055227.png,00055228.png,8.44565391540527,2.0392906665802,,,,,,
00055228.png,00055229.png,8.5362663269043,1.93518614768982,,,,,,
00055229.png,00055230.png,13.6165657043457,2.80464458465576,,,,,,
00055230.png,00055231.png,8.99204921722412,2.60164976119995,,,,,,
00055231.png,00055232.png,9.12791252136231,3.13823390007019,,,,,,
00055232.png,00055233.png,9.25704288482666,4.53057718276978,,,,,,
00055233.png,00055234.png,14.5971813201904,5.17687797546387,,,,,,
00055234.png,00055235.png,9.61055564880371,4.03201818466187,,,,,,
00055235.png,00055236.png,14.8547945022583,6.33277797698975,,,,,,
00055236.png,00055237.png,9.96182727813721,4.6820650100708,,,,,,
00055237.png,00055238.png,10.1015872955322,3.80328702926636,,,,,,
00055238.png,00055239.png,10.2461109161377,2.99808216094971,,,,,,
00055239.png,00055240.png,10.4830360412598,3.39093112945557,,,,,,
00055240.png,00055241.png,10.5724697113037,2.76854705810547,,,,,,
