loss,iou_metric,val_loss,val_iou_metric
1.123042106628418,0.43792662024497986,0.7092709541320801,0.4762653708457947
0.5763781666755676,0.49163395166397095,0.5146625638008118,0.5160596966743469
0.42954906821250916,0.5422239899635315,0.42723551392555237,0.5637724995613098
0.35444384813308716,0.5802635550498962,0.34906402230262756,0.5978337526321411
0.30976223945617676,0.6053274869918823,0.2893368899822235,0.6266109347343445
0.2716541588306427,0.6280618906021118,0.26054996252059937,0.6490314602851868
0.24991026520729065,0.6439244151115417,0.24163497984409332,0.662749707698822
0.2324564903974533,0.6562942266464233,0.22654005885124207,0.6716094613075256
0.21862848103046417,0.6662752032279968,0.21803009510040283,0.6764789819717407
0.20783166587352753,0.6747150421142578,0.20793066918849945,0.6837572455406189
0.20008572936058044,0.6813920736312866,0.2032933235168457,0.6883236169815063
0.19774466753005981,0.6853288412094116,0.1983800083398819,0.6925706267356873
0.18449245393276215,0.6939775943756104,0.19436398148536682,0.6964849829673767
0.17653612792491913,0.700390100479126,0.19088394939899445,0.7000704407691956
0.17107760906219482,0.7047986388206482,0.18740695714950562,0.7027583122253418
0.167178213596344,0.7093645334243774,0.18502825498580933,0.7050883173942566
0.1651962697505951,0.7105926871299744,0.17962603271007538,0.7072083950042725
0.16347382962703705,0.7133850455284119,0.18360276520252228,0.7082577347755432
0.1574133187532425,0.7178072333335876,0.17661525309085846,0.7138112187385559
0.15331198275089264,0.7220102548599243,0.18028295040130615,0.7165598273277283
0.14920006692409515,0.7252474427223206,0.17216932773590088,0.7204142212867737
0.14684630930423737,0.7283111214637756,0.1705109179019928,0.719861626625061
0.1446058601140976,0.7301387786865234,0.16617530584335327,0.724786102771759
0.14194776117801666,0.7328308820724487,0.16589266061782837,0.7222705483436584
0.13987337052822113,0.7344521284103394,0.1651974618434906,0.7229531407356262
