loss,iou_metric,val_loss,val_iou_metric
0.958679735660553,0.48406994342803955,0.6094446778297424,0.5146494507789612
0.5096802115440369,0.5393134951591492,0.4350809156894684,0.5646096467971802
0.3719582259654999,0.5925889611244202,0.34815388917922974,0.6052262187004089
0.310970664024353,0.6246830821037292,0.3039516508579254,0.6293988227844238
0.26961928606033325,0.6483905911445618,0.27022191882133484,0.653656005859375
0.2419232428073883,0.6649962663650513,0.2526352107524872,0.667602002620697
0.22443582117557526,0.6779693365097046,0.24265871942043304,0.6765667796134949
0.2088884562253952,0.6880702972412109,0.22975938022136688,0.683571994304657
0.19592057168483734,0.69708251953125,0.2230469435453415,0.6922146677970886
0.1893559694290161,0.7026450634002686,0.21427485346794128,0.6975778937339783
0.182138592004776,0.7085558772087097,0.20769789814949036,0.6992805600166321
0.17202873528003693,0.7159460783004761,0.20204178988933563,0.7066441178321838
0.16345371305942535,0.7225399017333984,0.19964168965816498,0.709443211555481
0.15887247025966644,0.7267546653747559,0.19577862322330475,0.7128008604049683
0.15515747666358948,0.7294771671295166,0.19206365942955017,0.7156320810317993
0.14954873919487,0.7338019013404846,0.1917741298675537,0.7166358232498169
0.1455843597650528,0.7380396127700806,0.18529345095157623,0.7192354798316956
0.14235390722751617,0.7407415509223938,0.18822956085205078,0.7189815640449524
0.14088758826255798,0.7426693439483643,0.1849815547466278,0.7185431718826294
0.13631300628185272,0.7468006014823914,0.1854008436203003,0.7179949283599854
0.133771613240242,0.7491102814674377,0.1901358962059021,0.7186281085014343
0.13424088060855865,0.7493215203285217,0.18594405055046082,0.7246546149253845
0.12907283008098602,0.7534368634223938,0.18712714314460754,0.7240119576454163
0.12578865885734558,0.7562192678451538,0.19152289628982544,0.7248066663742065
0.12344647198915482,0.7587004899978638,0.18616463243961334,0.7234216332435608
0.12184981256723404,0.760164201259613,0.18876473605632782,0.7233090996742249
0.12035200744867325,0.7619299292564392,0.17648285627365112,0.7277272939682007
0.11815263330936432,0.7638908624649048,0.1830029934644699,0.726313054561615
0.11627215147018433,0.7654039263725281,0.17607080936431885,0.7311555743217468
0.11452978104352951,0.7676451206207275,0.17874591052532196,0.7319551110267639
